Recency,Frequency,Monetary,Length,성별,평균구매주기,구매카테고리수,총납세액,총구매수량,총할인금액,총배송료,당월구매횟수,고유거래일수,used개수,not used개수,Used_ratio_per_F,Clicked_ratio_per_F,First_category,Second_category,Third_category,labels
291,16,2208.6734,0,남,291,9,268.2224,226,248.379,142.77,16,1,23,11,0.0239583333333333,0.0270833333333333,Apparel,Stationery,Lifestyle,4
187,5,585.7860000000001,0,남,187,4,68.78,12,119.994,30.0,5,1,4,0,0.0727272727272727,0.1272727272727272,Apparel,Nest,Lifestyle,7
306,4,204.8154,0,여,306,4,25.9734,39,17.988000000000003,26.0,4,1,2,2,0.0454545454545454,0.1590909090909091,Stationery,Apparel,Housewares,7
13,26,3265.7039,351,남,238,8,311.6929,175,295.23900000000003,200.46,19,3,18,3,0.0157342657342657,0.0201048951048951,Nest,Apparel,Stationery,1
116,17,3073.6842,0,남,116,6,346.3592,556,504.405,175.4,17,1,14,7,0.0205882352941176,0.0279411764705882,Apparel,Nest,Stationery,4
65,3,260.0826,0,남,65,4,27.8906,15,6.978,18.0,3,1,5,0,0.2380952380952381,0.0952380952380952,Apparel,Lifestyle,IT,7
4,60,11099.8061,275,여,61,9,1072.2261,298,849.27,467.04,13,9,33,8,0.0053398058252427,0.0100323624595469,Nest,Apparel,Nest,5
116,1,193.5193,0,남,116,3,30.6633,11,23.094,6.0,1,1,3,1,0.3333333333333333,0.5555555555555556,Apparel,Housewares,Apparel,7
349,7,1615.7794,1,여,175,4,178.3734,27,43.324000000000005,45.5,7,2,6,2,0.0612244897959183,0.0612244897959183,Apparel,Nest,Apparel,0
81,1,7.0,0,여,81,1,0.1,1,0.1,6.0,1,1,1,0,1.0,0.0,Stationery,None,None,2
3,68,9452.978,319,여,128,11,962.111,266,474.833,455.95,23,5,43,23,0.0045822676896845,0.0076726342710997,Apparel,Nest,Stationery,5
268,4,1721.235,0,여,268,4,238.652,148,63.377,26.0,4,1,5,3,0.0892857142857142,0.1071428571428571,Stationery,Apparel,Housewares,0
51,24,4294.5086,228,여,63,7,511.8846,409,506.226,176.85,11,8,16,11,0.0123456790123456,0.0208333333333333,Apparel,Lifestyle,Nest,1
122,117,22114.463,203,여,88,12,2368.531,1137,838.488,1008.02,64,6,86,35,0.0028162556898189,0.0045846022857517,Apparel,Nest,Stationery,5
160,6,1117.4682,0,남,160,2,104.0782,9,50.6,36.0,6,1,3,1,0.0714285714285714,0.0714285714285714,Nest,Apparel,None,7
20,176,29045.9395,304,여,31,14,2691.7855,927,2258.986,1413.53,38,20,137,49,0.0021268007948335,0.0027943368107302,Apparel,Nest,Stationery,5
92,9,1462.8804,257,남,121,6,161.9004,34,104.14,75.84,3,5,3,4,0.0256410256410256,0.0512820512820512,Apparel,Nest,Lifestyle,3
207,4,324.3625,0,여,207,6,32.0735,8,26.631,37.99,4,1,3,1,0.1071428571428571,0.1071428571428571,Apparel,Nest,Stationery,7
19,65,12545.9791,334,남,98,14,1202.3641,612,1042.735,506.63,22,7,53,24,0.0057019903173749,0.0071005917159763,Apparel,Nest,Stationery,5
153,4,440.6648,149,남,150,4,45.3088,26,23.004,53.8,2,3,1,2,0.05,0.1,Nest,Housewares,Stationery,6
158,18,3181.6002000000003,55,남,134,10,357.6582,280,230.878,139.39,10,2,25,4,0.0267094017094017,0.0245726495726495,Apparel,Nest,Lifestyle,1
58,14,2405.2342000000003,2,여,31,7,192.7542,25,245.4,93.69,14,2,8,5,0.0272108843537414,0.0272108843537414,Apparel,Nest,Nest,0
7,54,9146.4072,251,여,63,9,858.9142,169,576.487,366.74,23,8,32,8,0.0063719633612106,0.0105535643170051,Apparel,Nest,Stationery,1
178,1,125.0,0,여,178,1,11.9,1,11.9,6.0,1,1,1,0,1.0,0.0,Nest,None,None,2
118,10,2927.0268,21,여,80,8,317.8388,149,67.06200000000001,121.71,8,2,8,4,0.0347826086956521,0.0478260869565217,Apparel,Nest,Stationery,3
347,3,553.6308,0,여,347,5,61.1808,253,0.0,31.47,3,1,0,3,0.0,0.2333333333333333,Stationery,Stationery,Apparel,7
21,8,1011.7624,0,여,21,4,102.6094,52,102.297,51.5,8,1,7,2,0.04375,0.06875,Apparel,Nest,Stationery,0
7,29,22381.5233,264,남,89,11,2455.9093000000003,2494,849.576,237.45,11,6,16,9,0.0088987764182424,0.0205784204671857,Nest,Apparel,Stationery,5
152,2,288.6816,116,여,192,2,34.0616,9,0.0,12.5,1,2,0,1,0.0,0.25,Apparel,Nest,None,6
75,12,2262.0507,267,남,203,8,206.1057,89,49.445,104.27,6,3,9,5,0.0220588235294117,0.0490196078431372,Apparel,Nest,Stationery,3
204,30,4717.3114000000005,1,남,103,7,478.0924,76,283.071,201.47,30,2,18,11,0.0098360655737704,0.0174863387978142,Apparel,Nest,Stationery,4
136,18,2468.7142,141,여,139,8,251.7012,73,166.46699999999998,159.39,11,3,12,3,0.0208333333333333,0.0295138888888888,Apparel,Nest,Lifestyle,3
256,3,254.9764,0,여,256,3,29.8964,3,11.9,18.0,3,1,1,0,0.1111111111111111,0.2222222222222222,Apparel,Nest,Apparel,2
9,33,7568.3386,0,남,9,7,643.2946000000001,78,774.006,275.13,33,1,15,11,0.0094696969696969,0.0138888888888888,Nest,Nest,Apparel,4
339,7,1649.1628,1,여,170,4,148.01980000000003,21,13.347,45.5,7,2,4,2,0.0408163265306122,0.0816326530612244,Nest,Stationery,Lifestyle,7
268,4,583.7354,0,남,268,4,70.6074,36,17.432000000000002,117.03,4,1,7,3,0.109375,0.09375,Apparel,Housewares,Stationery,7
21,16,3461.2144,20,여,20,8,300.43240000000003,112,166.008,131.89,15,3,10,4,0.01953125,0.03515625,Apparel,Nest,Stationery,3
136,1,42.3482,0,남,136,2,5.7582,3,1.4,6.0,1,1,2,0,0.6666666666666666,0.3333333333333333,Lifestyle,Housewares,None,2
335,1,24.32,0,여,335,1,2.97,1,1.65,6.5,1,1,1,0,1.0,0.0,Apparel,None,None,2
36,78,18669.8834,210,남,91,10,1513.9674,186,1218.054,564.12,71,5,44,23,0.0043392504930966,0.0062130177514792,Nest,Nest,Apparel,5
114,38,5971.1505,183,여,160,9,601.6465,164,713.736,430.66,33,3,19,13,0.0079365079365079,0.0129490392648287,Nest,Apparel,Stationery,1
74,16,3708.931000000001,0,여,74,6,460.691,67,176.58,172.63,16,1,6,6,0.0197368421052631,0.0230263157894736,Nest,Apparel,Housewares,0
37,2,507.3634,0,여,37,3,38.3894,9,9.356,13.0,2,1,2,1,0.125,0.3125,Apparel,Nest,Housewares,7
131,25,3786.6244,15,여,80,6,377.5984,111,122.724,163.99,25,2,12,7,0.012,0.021,Nest,Apparel,Stationery,3
170,5,881.9992000000001,0,여,170,3,88.6342,17,46.075,30.0,5,1,7,0,0.1076923076923076,0.0923076923076923,Apparel,Nest,Apparel,7
66,36,5584.2722,0,여,66,10,539.8022,753,125.56,277.32,36,1,28,10,0.0102339181286549,0.0138888888888888,Apparel,Nest,Stationery,4
283,15,3976.3418,0,여,283,4,524.7918,151,262.29,110.33,15,1,9,4,0.0260869565217391,0.0289855072463768,Apparel,Nest,Housewares,4
48,124,23220.2437,256,남,140,13,2461.8257,794,2127.962,1197.11,90,4,82,44,0.0027326046387629,0.0038656358304452,Apparel,Nest,Stationery,5
220,14,1964.6193,0,여,220,8,195.8513,37,126.312,97.99,14,1,13,4,0.0290178571428571,0.0334821428571428,Apparel,Nest,Stationery,0
146,11,2061.4674,0,여,146,7,218.0134,48,126.446,107.88,11,1,6,1,0.0272727272727272,0.059090909090909,Nest,Apparel,Stationery,0
152,10,1276.4113,0,여,152,7,164.1293,117,32.708,80.85,10,1,9,7,0.0243243243243243,0.0567567567567567,Apparel,Apparel,Housewares,0
68,39,5911.2631,165,남,132,10,495.6391,132,367.706,313.84000000000003,24,3,30,9,0.0099900099900099,0.0126540126540126,Apparel,Nest,Stationery,1
18,14,2104.5772,259,남,89,6,209.8152,32,96.858,86.5,6,6,5,5,0.0223214285714285,0.0267857142857142,Nest,Apparel,Apparel,3
11,13,2301.6402,0,여,11,6,225.6942,97,265.854,143.81,13,1,6,2,0.0177514792899408,0.0532544378698224,Apparel,Nest,Stationery,0
110,10,461.2368,123,여,118,4,60.7318,26,17.355,73.99,5,3,8,3,0.038095238095238,0.0476190476190476,Apparel,Stationery,Housewares,6
224,1,58.2052,0,여,224,1,7.873199999999999,2,6.398,12.99,1,1,1,0,0.5,0.5,Apparel,None,None,2
207,19,2546.4879,0,여,207,8,281.8159,136,207.378,153.84,19,1,11,3,0.0165413533834586,0.031578947368421,Apparel,Nest,Lifestyle,4
158,5,564.0253,75,여,154,5,74.91529999999999,52,4.640000000000001,43.89,3,2,3,3,0.05,0.1,Apparel,Stationery,Stationery,6
11,42,10756.2013,243,남,165,10,1032.9163,396,449.435,502.82,21,3,27,16,0.007563025210084,0.0117647058823529,Apparel,Nest,Nest,5
147,8,1396.3672,1,남,74,5,141.4292,21,92.162,48.0,8,2,8,1,0.0588235294117647,0.0588235294117647,Nest,Apparel,Stationery,0
214,4,552.1362,0,남,214,3,52.6562,35,15.8,37.99,4,1,1,1,0.05,0.15,Nest,Apparel,Stationery,7
261,15,1660.0368,0,여,261,5,170.3558,49,16.989,93.0,15,1,5,1,0.0158730158730158,0.0476190476190476,Nest,Apparel,Lifestyle,0
109,18,2291.5615000000003,16,여,70,9,225.4855,65,174.934,179.32,17,2,16,1,0.0222222222222222,0.0319444444444444,Apparel,Nest,Lifestyle,3
165,5,536.2755,0,남,165,7,67.71449999999999,122,3.449,44.4,5,1,4,2,0.05,0.125,Lifestyle,Stationery,Apparel,7
360,4,1412.6576,0,남,360,2,129.3116,12,24.554,26.0,4,1,1,2,0.0416666666666666,0.125,Nest,Apparel,None,7
104,18,2824.5201,0,남,104,8,268.9361,175,97.236,121.12,18,1,11,4,0.0156695156695156,0.0341880341880341,Stationery,Nest,Lifestyle,0
202,1,67.4706,0,여,202,1,8.3106,3,0.0,12.99,1,1,0,0,0.0,1.0,Apparel,None,None,2
130,26,17484.5027,149,남,71,7,1059.8867,1141,400.164,250.64,12,6,15,12,0.0125418060200668,0.015886287625418,Apparel,Nest,Stationery,1
227,17,3270.2892,93,여,206,4,330.5712,224,121.962,159.44,10,2,9,3,0.01890756302521,0.0336134453781512,Nest,Stationery,Apparel,3
268,1,85.50000000000001,0,남,268,1,7.9,1,7.9,6.5,1,1,1,0,1.0,0.0,Nest,None,None,2
46,39,8823.3358,106,여,86,10,822.7258,220,571.1800000000001,314.19,25,3,23,9,0.0075608152531229,0.0151216305062458,Nest,Apparel,Stationery,1
92,6,845.7030000000001,36,여,82,4,79.041,18,29.228,36.0,5,2,5,3,0.0595238095238095,0.0714285714285714,Nest,Apparel,Stationery,6
209,5,866.8868,126,여,230,4,83.16080000000001,71,2.694,41.58,4,2,2,4,0.0363636363636363,0.0909090909090909,Apparel,Stationery,Nest,6
169,3,706.4946,0,남,169,4,79.2436,29,44.409000000000006,18.0,3,1,8,4,0.1269841269841269,0.1428571428571428,Apparel,Nest,Stationery,7
345,3,526.6147,0,여,345,4,51.5677,7,9.693,19.5,3,1,4,1,0.2666666666666666,0.0,Apparel,Apparel,Stationery,7
8,22,4553.0136,0,남,8,6,393.4976,51,321.98400000000004,148.49,22,1,12,4,0.0160427807486631,0.0240641711229946,Nest,Apparel,Nest,4
69,12,2337.0732,30,남,43,6,234.0882,138,113.325,74.7,11,3,8,4,0.0229885057471264,0.0488505747126436,Apparel,Lifestyle,Nest,3
168,3,471.554,0,남,168,5,51.767,21,8.113,18.0,3,1,6,3,0.1176470588235294,0.1568627450980392,Apparel,Stationery,Apparel,7
201,8,1330.8352,0,여,201,5,135.8082,47,49.083,62.34,8,1,3,2,0.0267857142857142,0.0803571428571428,Apparel,Nest,Apparel,0
167,42,7151.6302000000005,119,여,81,9,811.5092,277,174.78900000000002,287.86,33,5,33,9,0.0080174927113702,0.0136054421768707,Apparel,Nest,Stationery,1
34,7,2268.0964,190,여,207,3,203.5564,103,161.0,217.16000000000005,4,2,2,3,0.0285714285714285,0.0714285714285714,Nest,Stationery,Apparel,3
256,8,845.9778,0,여,256,5,106.9508,28,54.903,61.99,8,1,13,1,0.0773809523809523,0.0416666666666666,Apparel,Apparel,Stationery,0
48,10,2500.6398,0,남,48,7,199.2298,41,115.0,62.7,10,1,4,3,0.0235294117647058,0.0588235294117647,Nest,Nest,Housewares,0
176,5,665.3682,103,남,127,3,63.0652,10,6.577,31.5,3,3,3,2,0.0666666666666666,0.0888888888888888,Apparel,Nest,Stationery,6
44,7,1367.2812,0,여,44,4,84.8092,50,98.548,42.0,7,1,4,0,0.0439560439560439,0.0989010989010989,Stationery,Nest,Apparel,0
156,1,166.60500000000002,0,남,156,1,13.965000000000002,35,0.0,12.99,1,1,0,0,0.0,1.0,Stationery,None,None,2
176,11,1823.8228,87,여,175,4,173.8068,25,33.674,79.99,6,2,5,1,0.0239234449760765,0.062200956937799,Nest,Apparel,Stationery,3
267,23,3306.5188000000003,67,남,133,9,348.2118,129,322.94300000000004,206.49,17,3,18,8,0.0177865612648221,0.0177865612648221,Apparel,Nest,Stationery,1
123,15,3501.2912,0,여,123,8,361.2252,199,215.904,161.91,15,1,11,7,0.0209523809523809,0.0323809523809523,Apparel,Stationery,Lifestyle,4
15,10,1206.4734,0,남,15,6,129.0194,20,197.346,70.49,10,1,7,3,0.04375,0.0375,Nest,Apparel,Housewares,0
34,10,2553.6986,43,남,60,6,191.6186,26,65.07000000000001,61.0,9,2,7,2,0.04375,0.04375,Nest,Apparel,Nest,3
166,4,601.3332,0,남,166,4,57.6112,10,2.198,24.0,4,1,2,4,0.0625,0.0625,Apparel,Stationery,Nest,7
335,9,1571.5802,0,남,335,6,164.53920000000002,57,33.519000000000005,102.0,9,1,5,4,0.0326797385620915,0.0522875816993464,Apparel,Nest,Housewares,0
65,3,312.7162,0,여,65,5,24.6042,8,11.838,18.0,3,1,3,1,0.1666666666666666,0.1111111111111111,Stationery,Nest,Apparel,7
32,42,8625.5454,330,남,62,12,893.1514000000001,1040,313.386,622.54,12,11,27,11,0.0082417582417582,0.0122100122100122,Apparel,Nest,Stationery,5
206,24,4215.6588,141,여,162,8,419.1348,96,84.676,208.47,11,3,11,10,0.0093537414965986,0.0238095238095238,Nest,Apparel,Stationery,1
151,12,965.3336,56,남,131,8,117.1766,101,71.003,114.86,7,2,8,5,0.0208333333333333,0.0494791666666666,Apparel,Housewares,Stationery,3
224,22,2820.8714,138,여,166,9,260.51840000000004,240,55.577,317.77,12,3,8,3,0.0101010101010101,0.0315656565656565,Nest,Apparel,Stationery,3
142,13,1732.6433000000002,0,남,142,8,200.1953,53,133.442,101.68,13,1,18,6,0.0288461538461538,0.0384615384615384,Apparel,Apparel,Nest,0
118,19,3448.6637,152,여,211,5,318.5937,93,67.63,188.35,17,2,12,8,0.0175438596491228,0.023391812865497,Nest,Apparel,Stationery,3
104,29,3853.8987,104,여,62,12,426.3377,198,261.949,255.98,14,5,32,16,0.0126833135156559,0.0154577883472057,Apparel,Lifestyle,Stationery,1
19,38,9007.6552,334,남,98,13,1096.5222,1153,1296.797,292.93,11,7,24,12,0.0079946702198534,0.014323784143904,Apparel,Nest,Stationery,5
125,3,623.8024,12,여,74,5,84.0824,83,6.960000000000001,18.0,3,2,3,3,0.0769230769230769,0.1794871794871795,Apparel,Housewares,Stationery,6
290,1,15.784,0,남,290,1,0.504,1,0.0,12.48,1,1,0,0,0.0,1.0,Lifestyle,None,None,2
172,3,311.3068,0,남,172,3,39.9678,14,23.571,32.0,3,1,8,1,0.2424242424242424,0.0606060606060606,Apparel,Stationery,Nest,7
11,76,12136.7311,274,여,111,11,1235.2991,719,1158.948,741.5,32,5,50,23,0.0044154009184033,0.0067114093959731,Apparel,Nest,Stationery,5
19,22,4296.6979,321,여,110,9,392.0579,144,269.25,185.71,8,6,17,5,0.0183982683982684,0.0216450216450216,Nest,Apparel,Stationery,1
25,10,1160.2008999999998,0,남,25,5,121.7859,24,137.055,64.5,10,1,7,3,0.0388888888888888,0.0444444444444444,Apparel,Stationery,Nest,0
209,12,1914.8468,80,남,123,4,222.3358,40,293.70899999999995,91.67,7,3,12,4,0.0384615384615384,0.032051282051282,Apparel,Nest,Stationery,3
193,11,1526.4852,18,여,114,6,179.7752,142,171.45,86.98,11,2,8,4,0.0269360269360269,0.0505050505050505,Apparel,Nest,Lifestyle,3
300,8,1050.2134,0,여,300,3,103.2244,24,42.291,81.46000000000001,8,1,4,1,0.05,0.0625,Nest,Apparel,Stationery,7
96,1,109.2312,0,여,96,3,14.3422,13,27.381,6.0,1,1,3,0,0.75,0.25,Apparel,Apparel,Stationery,2
29,21,3893.568,289,남,202,6,358.959,106,106.591,305.44,14,3,7,5,0.0114942528735632,0.0279146141215106,Nest,Apparel,Housewares,1
100,20,3794.8816,233,여,283,6,308.7076,69,412.496,133.97,19,2,11,3,0.0177419354838709,0.0274193548387096,Apparel,Nest,Nest,1
269,12,1768.6611,0,여,269,8,177.0271,36,52.036,78.0,12,1,7,4,0.0194444444444444,0.0527777777777777,Apparel,Nest,Stationery,0
114,1,43.2658,0,여,114,4,7.4238,6,12.108,6.0,1,1,4,0,0.8,0.2,Housewares,Stationery,Lifestyle,2
268,4,7501.5158,0,여,268,3,1106.9987999999998,199,180.253,104.51,4,1,5,0,0.0833333333333333,0.1666666666666666,Apparel,Nest,Stationery,0
47,23,4080.1614,147,여,56,10,451.1444,246,117.553,258.7,8,6,13,12,0.0108695652173913,0.0225752508361204,Stationery,Apparel,Nest,1
44,1,26.7326,0,남,44,3,3.1626000000000003,3,0.0,6.0,1,1,0,2,0.0,0.3333333333333333,Housewares,Lifestyle,Apparel,2
12,8,1195.8899,0,남,12,5,110.8969,12,145.557,85.47,8,1,4,0,0.0454545454545454,0.0795454545454545,Nest,Apparel,Apparel,0
76,3,1084.2742,0,여,76,3,59.9842,5,34.9,18.0,3,1,1,1,0.0833333333333333,0.1666666666666666,Nest,IT,Nest,7
44,3,321.6242,0,여,44,4,19.8102,40,3.656,18.5,3,1,2,2,0.0833333333333333,0.1666666666666666,Stationery,Apparel,Apparel,7
173,40,7688.0759,114,남,200,8,718.6369,205,486.441,488.25,20,2,25,12,0.0076219512195121,0.0137195121951219,Apparel,Nest,Nest,1
142,8,1020.4021,0,여,142,6,81.5801,15,66.758,48.0,8,1,3,2,0.0288461538461538,0.0769230769230769,Housewares,Nest,Apparel,7
285,10,1652.6359,0,남,285,6,196.6999,134,212.424,104.27,10,1,10,3,0.0416666666666666,0.0458333333333333,Stationery,Housewares,Nest,0
17,15,2262.5594,332,남,170,6,251.3714,226,67.022,95.0,7,4,11,3,0.0215686274509803,0.0392156862745098,Apparel,Nest,Stationery,3
304,5,545.4302,0,여,304,5,51.1842,9,19.794,32.5,5,1,2,1,0.0444444444444444,0.1333333333333333,Stationery,Nest,Apparel,7
12,5,993.8491,0,여,12,5,69.98610000000001,15,12.717,37.99,5,1,1,4,0.02,0.1,Apparel,Stationery,Nest,7
2,16,2889.1641,1,남,2,6,288.95910000000003,35,369.135,119.89,16,2,9,4,0.0234375,0.0286458333333333,Nest,Apparel,Housewares,0
146,12,2089.921,1,남,74,8,212.287,171,83.426,172.63,12,2,14,6,0.0299145299145299,0.0405982905982906,Apparel,Lifestyle,Nest,0
118,17,1782.5367,161,여,88,7,175.9617,32,84.955,214.99,9,5,9,6,0.0176470588235294,0.0294117647058823,Apparel,Nest,Housewares,3
29,13,3038.3077,0,여,29,5,207.47770000000003,23,36.39,83.5,13,1,1,4,0.0040485829959514,0.0566801619433198,Nest,Apparel,Nest,0
25,3,414.6603,0,여,25,3,32.7903,4,0.0,19.0,3,1,0,0,0.0,0.3333333333333333,Nest,Nest,IT,2
211,4,1187.8753,0,여,211,6,125.9263,133,37.88099999999999,30.99,4,1,5,2,0.0833333333333333,0.1333333333333333,Apparel,Stationery,Nest,0
125,6,608.4647,0,남,125,5,54.1447,31,51.43,43.41,6,1,4,1,0.074074074074074,0.074074074074074,Nest,Apparel,Apparel,7
34,12,2112.8104000000003,41,여,38,7,208.7224,232,55.782,88.19,11,3,7,3,0.0243055555555555,0.0486111111111111,Nest,Stationery,Housewares,3
189,14,2099.643,0,여,189,5,204.825,62,69.882,91.49,14,1,3,3,0.0107142857142857,0.0499999999999999,Nest,Apparel,Stationery,0
21,5,1104.7901,142,여,152,3,89.5121,14,106.722,38.49,4,2,1,0,0.025,0.175,Apparel,Nest,Nest,6
116,9,1121.0907,0,남,116,8,159.5637,208,166.023,54.5,9,1,9,7,0.0263157894736842,0.0643274853801169,Apparel,Stationery,Apparel,0
268,6,602.8359,1,여,135,7,59.4259,59,1.59,58.93,6,2,1,5,0.0111111111111111,0.0999999999999999,Apparel,Apparel,Lifestyle,7
302,5,465.245,0,여,302,1,72.324,20,41.37899999999999,32.5,5,1,7,0,0.0777777777777777,0.1222222222222222,Apparel,None,None,7
153,9,1684.1794,0,남,153,5,216.8214,68,49.30200000000001,133.43,9,1,10,4,0.03584229390681,0.060931899641577,Apparel,Nest,Apparel,0
85,32,4732.2251,1,여,43,7,426.2041,113,89.419,208.48,32,2,15,8,0.0075604838709677,0.0196572580645161,Apparel,Nest,Nest,4
12,31,4852.4321,225,여,154,10,505.1051,113,314.053,260.24,12,3,18,11,0.0095187731359069,0.0169222633527234,Apparel,Nest,Stationery,1
134,3,267.1572,5,여,72,4,29.3852,8,3.358,24.99,3,2,1,0,0.0555555555555555,0.2777777777777778,Apparel,Lifestyle,Housewares,2
151,44,6660.0792,15,남,60,10,694.4912,299,329.28200000000004,305.76,39,3,36,15,0.0089910089910089,0.0099900099900099,Apparel,Nest,Stationery,1
104,1,41.1214,0,남,104,3,5.5854,10,7.314,6.5,1,1,3,1,0.75,0.0,Lifestyle,Apparel,Apparel,2
11,37,6164.6315,349,여,88,11,646.6545,152,218.643,271.32,18,8,25,21,0.0064968814968814,0.015072765072765,Apparel,Nest,Stationery,1
116,14,1358.7615,1,남,59,7,133.5225,110,164.18099999999998,105.84,14,2,9,3,0.0247252747252747,0.0384615384615384,Apparel,Nest,Lifestyle,0
69,1,281.79,0,여,69,1,23.8,2,0.0,19.99,1,1,0,0,0.0,1.0,Nest,None,None,2
362,7,1407.8024,0,여,362,4,129.07340000000002,16,44.48100000000001,45.5,7,1,4,2,0.0571428571428571,0.0571428571428571,Nest,Stationery,Apparel,7
41,23,4392.7498000000005,0,여,41,7,388.0698,272,214.9,183.13,23,1,9,5,0.0122282608695652,0.0244565217391304,Nest,Nest,Apparel,4
40,19,2848.8532,0,여,40,8,272.9032,471,173.68,154.5,19,1,10,3,0.0169779286926994,0.030560271646859,Apparel,Nest,Stationery,4
152,48,7856.2815,196,남,108,10,900.9655,272,384.764,435.09,20,5,41,15,0.0085416666666666,0.0091666666666666,Apparel,Nest,Lifestyle,1
8,30,4891.2966,1,여,5,4,419.2196,50,460.833,199.99,30,2,10,7,0.008130081300813,0.0195121951219512,Apparel,Nest,Nest,4
19,5,1077.2913,0,여,19,4,82.9323,19,1.041,32.0,5,1,1,3,0.0222222222222222,0.1111111111111111,Apparel,Nest,Stationery,7
81,42,9214.0764,1,여,41,11,859.2274,500,251.021,362.93,42,2,32,13,0.0079365079365079,0.0126488095238095,Apparel,Nest,Lifestyle,4
362,1,175.58100000000002,0,여,362,1,15.371000000000002,1,0.0,6.5,1,1,0,0,0.0,1.0,Nest,None,None,2
364,1,7.9632,0,여,364,1,0.2231999999999999,1,0.0,6.5,1,1,0,0,0.0,1.0,Lifestyle,None,None,2
151,1,9.2922,0,남,151,1,0.5022,1,0.0,6.0,1,1,0,0,0.0,1.0,Lifestyle,None,None,2
58,5,1008.1404,0,남,58,3,99.3704,89,94.8,40.85,5,1,1,4,0.025,0.075,Nest,Apparel,Stationery,0
201,8,1762.4456,85,여,123,5,172.3226,46,139.797,55.49,7,3,2,3,0.015625,0.0859375,Nest,Apparel,Stationery,3
145,18,2350.6866,215,남,191,5,237.3996,60,65.44300000000001,151.63,11,3,7,5,0.0117845117845117,0.0353535353535353,Apparel,Nest,Housewares,3
154,29,4554.7986,1,남,78,9,446.8086,98,64.98,188.49,29,2,16,11,0.0079960019990005,0.0209895052473763,Apparel,Nest,Lifestyle,4
137,37,5564.9389,225,여,65,10,566.9849,206,544.346,400.12,12,9,35,11,0.0129581636430951,0.0099962976675305,Nest,Apparel,Stationery,1
87,21,3585.8997,197,여,120,7,387.3507,100,294.921,163.46,10,4,11,5,0.0163690476190476,0.0238095238095238,Apparel,Nest,Lifestyle,1
18,47,7383.1844,333,여,68,7,661.3894,80,426.685,330.52,18,10,18,8,0.0057161003493172,0.0130200063512226,Nest,Apparel,Nest,1
117,22,3436.2171,0,남,117,6,333.2531,80,298.596,232.81,22,1,10,5,0.0126262626262626,0.0265151515151515,Nest,Apparel,Stationery,4
23,4,268.06410000000005,109,남,80,3,30.6701,6,68.286,25.0,2,3,5,0,0.2083333333333333,0.0416666666666666,Apparel,Nest,Apparel,6
283,2,417.7091,0,남,283,5,41.2011,29,56.592,73.78,2,1,2,0,0.1428571428571428,0.3571428571428571,Apparel,Housewares,Apparel,7
244,5,437.0414,0,여,244,2,55.6274,8,10.516000000000002,30.0,5,1,2,0,0.0571428571428571,0.1428571428571428,Apparel,Nest,None,7
81,67,10933.2015,254,남,84,12,1019.8745,348,411.263,589.01,33,7,35,17,0.004247057395947,0.0086154592889212,Apparel,Nest,Stationery,5
13,23,3438.6004,0,여,13,7,347.02840000000003,60,329.448,193.44,23,1,11,6,0.0144927536231884,0.0210803689064558,Apparel,Nest,Nest,4
25,11,1269.1766,199,여,211,7,123.5366,48,146.61,89.49,9,2,7,4,0.0289256198347107,0.0454545454545454,Apparel,Stationery,Nest,3
280,4,1212.2824,0,여,280,3,127.2964,12,208.194,28.2,4,1,3,1,0.1071428571428571,0.1071428571428571,Nest,Nest,Apparel,7
70,31,8895.2124,1,여,36,7,732.0684,85,215.476,188.7,31,2,16,8,0.0097382836275106,0.017650639074863,Nest,Nest,Stationery,4
170,2,151.3626,0,남,170,3,20.2596,10,4.437,12.0,2,1,3,2,0.1666666666666666,0.2222222222222222,Apparel,Stationery,Stationery,2
